,gsid,zip_code,state,name,gsrating
545,13431,33009,FL,The Learning Corner Early Childhood Center I,
546,12714,33009,FL,Back To Basics Military Academy,
547,18436,33009,FL,South Broward Montessori Charter School,
548,12613,33009,FL,Aventura Waterways K-8 Center,8.0
549,6511,33009,FL,Hallandale Adult/Community Center,
550,7193,33009,FL,Off Campus Learning,
551,221,33009,FL,Hallandale Elementary School,5.0
552,6361,33009,FL,Lanier-James Education Center,
553,640,33009,FL,Virginia A Boone-Highland Oaks School,8.0
554,8160,33009,FL,Imacs Learning Center,
555,241,33009,FL,Hallandale High School,3.0
556,18557,33009,FL,Hochberg Preparatory School,
557,8159,33009,FL,Beth Torah Benny Rok Campus,
558,245,33009,FL,McNicol Middle School,3.0
559,18253,33009,FL,Tree Of Knowledge Learning Academy,
560,18269,33009,FL,Yeshivas Doresh,
561,12955,33018,FL,South Florida Autism Charter School Inc,
562,13686,33018,FL,Latin Builders Association Construction And Business Management Academy,10.0
563,8209,33018,FL,Thumbelina Learning Center #4,
564,4000,33018,FL,Royal Kids Academy,
565,7767,33018,FL,Mater Gardens Academy,10.0
566,7772,33018,FL,Mater Gardens Academy Middle School,8.0
567,12957,33018,FL,Lincoln-Marti Charter Schools Hialeah Campus,5.0
568,7771,33018,FL,Mater Academy Lakes Middle School,9.0
569,7775,33018,FL,Mater Academy Lakes High School,8.0
570,825,33018,FL,Hialeah Gardens Elementary School,7.0
571,5329,33018,FL,Everglades High School,6.0
572,878,33018,FL,Barbara Goleman Senior High School,6.0
573,6597,33018,FL,Glades Middle School,7.0
574,9439,33018,FL,Lakes Preschool - Daycare,
575,13159,33018,FL,Lincoln-Marti Community Agency 76,
576,8314,33018,FL,Mother Of Our Redeemer Catholic School,
577,13180,33018,FL,Kidworks USA,
578,12597,33018,FL,Hialeah Gardens Senior High School,5.0
579,694,33018,FL,Palm Springs North Elementary School,7.0
580,12950,33023,FL,Somerset Academy East Preparatory,9.0
581,12812,33023,FL,Sharon School Of Excellence,
582,312,33023,FL,Annabel C. Perry Elementary School,3.0
583,287,33023,FL,Henry D. Perry Middle School,3.0
584,13432,33023,FL,Westlake Preparatory School Miramar,
585,297,33023,FL,Pembroke Pines Elementary School,5.0
586,8348,33023,FL,Love Outreach Christian Academy,
587,248,33023,FL,Watkins Elementary School,2.0
588,294,33023,FL,Sunshine Elementary School,6.0
589,272,33023,FL,Lake Forest Elementary School,1.0
590,8210,33023,FL,Point Of Grace Christian Academy,
591,12580,33023,FL,Andover Middle School,4.0
592,8278,33023,FL,Patty Cake School,
593,4466,33023,FL,Darul-Uloom Learning Center,
594,12934,33023,FL,Henry Mcneal Turner Learning Academy,1.0
595,13446,33023,FL,Broward County Private Schools Association,
596,12614,33032,FL,Mandarin Lakes K-8 Academy,2.0
597,7935,33032,FL,Summerville Advantage Academy,4.0
598,13773,33032,FL,Advantage Academy Of Math And Science At Summerville,
599,827,33032,FL,Title I Migrant Education Program,
600,13806,33032,FL,Chapman Partnership Early Childhood Center South,
601,674,33032,FL,Coconut Palm K-8 Academy,3.0
602,578,33032,FL,Air Base Elementary School,9.0
603,7914,33032,FL,Goulds Elementary School,5.0
604,13553,33032,FL,Somerset Academy At Silver Palms,9.0
605,6459,33032,FL,Somerset Academy Charter High School,8.0
606,7932,33032,FL,Somerset Academy (Silver Palms),9.0
607,12593,33032,FL,Somerset Academy Charter High School (South Campus),9.0
608,18178,33032,FL,Lovely Star Academy,
609,13132,33032,FL,Lovely Star Academy,
610,13697,33032,FL,Palm Glades Preparatory Academy High School,2.0
611,13816,33032,FL,Palm Glades Preparatory Academy,2.0
612,5174,33032,FL,Rainbow Christian Academy,
613,4799,33032,FL,Aspira South Youth Leadership Charter School,6.0
614,600,33032,FL,Dr. William A. Chapman Elementary School,5.0
615,7084,33032,FL,Lincoln Marti,
616,3675,33033,FL,Berkshire School,
617,13160,33033,FL,Lincoln-Marti Community Agency 01-931,
618,655,33033,FL,Leisure City K-8 Center,4.0
619,13136,33033,FL,Wonderful Paradise Learning Center,
620,595,33033,FL,Campbell Drive K-8 Center,5.0
621,748,33033,FL,Campbell Drive Middle School,1.0
622,14047,33033,FL,Siatech - Homestead,
623,3924,33033,FL,Christian Family Academy,
624,13790,33033,FL,Advantage Academy Of Math And Science At Waterstone,
625,7216,33033,FL,The Charter School At Waterstone,6.0
626,811,33033,FL,South Dade Senior High School,3.0
627,13699,33033,FL,Everglades Preparatory Academy High School,4.0
628,13788,33033,FL,Everglades Preparatory Academy,5.0
629,582,33033,FL,Avocado Elementary School,5.0
630,18534,33033,FL,EBENEZER CHRISTIAN SCHOOL,
631,4459,33033,FL,Colonial Christian School,
632,8085,33033,FL,Homestead Assembly Christian Academy,
633,12766,33033,FL,Hope Academy,
634,13029,33064,FL,Somerset Pines Academy,5.0
635,252,33064,FL,Norcrest Elementary School,3.0
636,328,33064,FL,Crystal Lake Community Middle School,3.0
637,3288,33064,FL,Hope Lutheran School,
638,6417,33064,FL,Bright Horizons,
639,14593,33064,FL,Trinity Christian School,
640,253,33064,FL,Tedder Elementary School,2.0
641,279,33064,FL,Cresthaven Elementary School,5.0
642,3403,33064,FL,Highlands Christian Academy ,
643,333,33064,FL,Park Ridge Elementary School,2.0
644,318,33064,FL,Deerfield Beach High School,5.0
645,291,33064,FL,Palmview Elementary School,3.0
646,13475,33064,FL,Lighthouse Christian School,
647,14502,33064,FL,Lighthouse Christian School,
648,5780,33064,FL,Precious Kidz Too,
649,13541,33064,FL,Mavericks High Of North Broward County,1.0
650,18435,33064,FL,Somerset Academy Pompano Middle (6-8),6.0
651,13765,33064,FL,Somerset Academy Pompano (K-5),1.0
652,240,33064,FL,Deerfield Park Elementary School,3.0
653,3275,33157,FL,Christ Fellowship Academy,
654,697,33157,FL,Dr. Henry E. Perrine Academy Of The Arts,8.0
655,5694,33157,FL,Winhold Montessori Schools,
656,12800,33157,FL,Palmetto Bay Academy,
657,5744,33157,FL,Perrine Sda Elementary School,
658,12720,33157,FL,Carpe Diem Academia,
659,7020,33157,FL,Vision Academy of Excellence,
660,13137,33157,FL,Wonderful Paradise Learning Center I,
661,4353,33157,FL,Our Lady Of The Holy Rosary-St Richard School,
662,7911,33157,FL,Boystown,
663,3444,33157,FL,Palmer Trinity School,
664,14516,33157,FL,Nationwide Academy High School,
665,7930,33157,FL,Richmond Perrine Optimist,
666,13129,33157,FL,New Testament Church Little Angels Academy,
667,672,33157,FL,Robert Russa Moton Elementary School,3.0
668,741,33157,FL,Whispering Pines Elementary School,7.0
669,18084,33157,FL,Choice Preparatory School,
670,783,33157,FL,Southwood Middle School,9.0
671,7730,33157,FL,Madelin Montessori School,
672,706,33157,FL,Ethel F. Beckford/Richmond Elementary School,2.0
673,3554,33162,FL,Toras Emes Academy Klurman Elementary School,
674,6965,33162,FL,Neytz Hachochma,
675,13492,33162,FL,AIU High School,
676,685,33162,FL,Oak Grove Elementary School,4.0
677,711,33162,FL,Gertrude K. Edleman/Sabal Palm Elementary School,3.0
678,808,33162,FL,North Miami Beach Senior High School,4.0
679,5572,33162,FL,Le Petit Papillon Montessori School,
680,8113,33162,FL,Shaarei Bina Torah Academy For Girls,
681,12716,33162,FL,Bethel Christian Learning Center,
682,4200,33162,FL,Beth Jacob High School,
683,12881,33162,FL,Mavericks High Of North Miami Dade County,
684,3125,33162,FL,Holy Family Catholic School,
685,7086,33162,FL,Western General Education,
686,632,33162,FL,Fulford Elementary School,5.0
687,682,33162,FL,North Miami Elementary School,2.0
688,3670,33162,FL,Allison Academy,
689,636,33162,FL,Greynolds Park Elementary School,4.0
690,4242,33162,FL,Yeshiva Toras Chaim,
691,902,33162,FL,Linda Lentin K-8 Center,3.0
692,6974,33169,FL,Pentab Academy,
693,5685,33169,FL,Sunshine Learning Center,
694,713,33169,FL,Scott Lake Elementary School,4.0
695,6812,33169,FL,Lubavitch Educational Center,
696,696,33169,FL,Parkway Elementary School,3.0
697,4189,33169,FL,Sierra Norwood Calvary Child Development Center,
698,13318,33169,FL,Deltas Christian School of Excellence,
699,18144,33169,FL,Jeremiah Academy,
700,676,33169,FL,Norland Elementary School,4.0
701,802,33169,FL,Miami Norland Senior High School,4.0
702,771,33169,FL,Norland Middle School,2.0
703,639,33169,FL,Hibiscus Elementary School,7.0
704,8100,33169,FL,New Testament Church Of Transfiguration,
705,695,33169,FL,Parkview Elementary School,5.0
706,684,33169,FL,Norwood Elementary School,5.0
707,14603,33169,FL,Windsor Academy,
708,13327,33169,FL,Windsor Academy,
709,3358,33169,FL,Beacon Hill Preparatory School,
710,18257,33169,FL,United Cerebral Palsy-Diamond Minds,
711,13704,33309,FL,Postsecondary Alternatives For Secondary Students-Pass,
712,3722,33309,FL,Gold Coast Christian School,
713,13544,33309,FL,Kathleen C. Wright Leadership Academy,
714,18285,33309,FL,Kathleen C. Wright Leadership Academy,
715,7042,33309,FL,Redeeming Word Christian Academy,
716,319,33309,FL,Boyd H. Anderson High School,2.0
717,5479,33309,FL,Calvary Christian Academy,
718,317,33309,FL,Lauderdale Lakes Middle School,2.0
719,325,33309,FL,Oriole Elementary School,1.0
720,3342,33309,FL,Fort Lauderdale Christian School,
721,18432,33309,FL,Pathways Academy K-8 Center,
722,13426,33309,FL,Anew-Generation Christian Leadership Academy,
723,14413,33309,FL,Anew-Generation Christian Leadership Academy,
724,13695,33309,FL,Suned High School,1.0
725,290,33309,FL,Lloyd Estates Elementary School,4.0
726,13434,33309,FL,Fuvis Learning Center,
727,4185,33309,FL,Pride & Joy Learning Center,
728,407,33309,FL,Central Charter School,3.0
729,9206,33309,FL,Gulfstream Montessori School,
730,3715,33309,FL,Fort Lauderdale Preparatory School,
731,327,33313,FL,Royal Palm Elementary School,1.0
732,306,33313,FL,Lauderhill 6-12 STEM-MED Magnet School,1.0
733,5305,33313,FL,Endeavour Primary Learning Center,
734,311,33313,FL,Village Elementary School,3.0
735,305,33313,FL,Lauderhill Paul Turner Elementary School,3.0
736,308,33313,FL,Plantation High School,4.0
737,13441,33313,FL,Green Apple Academy,
738,309,33313,FL,Castle Hill Elementary School,2.0
739,13474,33313,FL,Renaissance Charter School at Plantation,6.0
740,3360,33313,FL,The Blake School,
741,13543,33313,FL,Ben Gamla Charter School Hallandale,5.0
742,13539,33313,FL,Ben Gamla Charter High School,5.0
743,12954,33313,FL,Ben Gamla Charter School South Broward,7.0
744,5179,33313,FL,Spring Gate School,
745,251,33313,FL,Plantation Middle School,4.0
746,12569,33313,FL,Lauderhill High School,
747,282,33313,FL,Peters Elementary School,4.0
748,8180,33313,FL,One on One Enrichment Academy,
749,18659,33313,FL,Sheffield School of Aeronautics,
750,4232,33319,FL,Sar Shalom Hebrew Academy,
751,4765,33319,FL,North Broward Academy Of Excellence,8.0
752,7179,33319,FL,North Broward Academy Of Excellence Middle School,9.0
753,12568,33319,FL,North University High School,
754,3592,33319,FL,The Inverrary School,
755,362,33319,FL,Pinewood Elementary School,2.0
756,5332,33319,FL,Park Lakes Elementary School,2.0
757,271,33319,FL,Broadview Elementary School,5.0
758,12931,33319,FL,Charter School Of Excellence Tamarac 1,5.0
759,12933,33319,FL,Charter School Of Excellence Tamarac 2,3.0
760,3657,33319,FL,St. Malachy School,
761,369,33319,FL,Silver Lakes Middle School,3.0
762,331,33319,FL,Piper High School,4.0
763,5785,33319,FL,Alazhar School,
764,337,33319,FL,North Lauderdale Elementary School,3.0
765,2239,33415,FL,Forest Hill Elementary School,5.0
766,4028,33415,FL,West Palm Beach Jr Academy,
767,3463,33415,FL,Summit Christian School,
768,12664,33415,FL,Pine Jog Elementary School,9.0
769,14579,33415,FL,The Open Doorway,
770,5256,33415,FL,Cholee Lake Elementary School,6.0
771,13284,33415,FL,New Horizons Christian Academy,
772,2339,33415,FL,Okeeheelee Middle School,5.0
773,2271,33415,FL,Melaleuca Elementary School,6.0
774,2275,33415,FL,Clifford O Taylor/Kirklane Elementary School,3.0
775,2265,33415,FL,John I. Leonard High School,4.0
776,18646,33415,FL,Oakstone Academy Palm Beach,
777,3116,33415,FL,Holy Name Of Jesus,
778,2316,33415,FL,Liberty Park Elementary School,4.0
779,2240,33415,FL,Greenacres Elementary School,3.0
780,2237,33415,FL,Berkshire Elementary School,6.0
781,3724,33415,FL,Greenacres Christian Academy,
782,4517,33415,FL,Palm Beach County Independent,
783,5538,33415,FL,Montessori Independent Learning Center,
784,5028,33426,FL,Boynton Beach Community High School,3.0
785,13705,33426,FL,Quantum High School,1.0
786,5261,33426,FL,Charter School Of Boynton Beach,1.0
787,2250,33426,FL,Galaxy Elementary School,4.0
788,2249,33426,FL,Poinciana Elementary School,6.0
789,6340,33426,FL,Daystar Academy Of Excellence Charter School,2.0
790,2277,33426,FL,Congress Community Middle School,4.0
791,3656,33426,FL,St Mark Catholic School,
792,2314,33426,FL,Citrus Cove Elementary School,7.0
793,5053,33426,FL,Imagine Schools Chancellor Campus,7.0
794,2251,33426,FL,Forest Park Elementary School,3.0
795,2248,33426,FL,Rolling Green Elementary School,3.0
796,3630,33426,FL,Lake Worth Christian Elementary School,
797,3343,33426,FL,Lake Worth Christian School Society,
798,5252,33426,FL,Freedom Shores Elementary School,8.0
799,14852,33426,FL,Franklin Academy Charter School B,4.0
800,3509,33426,FL,Gold Coast Jr Academy,
801,7541,33426,FL,Hidden Oaks Elementary School,6.0
802,5253,33426,FL,Crosspointe Elementary School,8.0
803,2368,33426,FL,Ed Venture Charter School,
804,3351,33435,FL,Gulf Stream School,
805,3274,33435,FL,Saint Josephs Episcopal School & Early Childhood Academy,
806,2282,33435,FL,South Tech Academy,6.0
807,18496,33435,FL,South Tech Preparatory Academy,6.0
808,4279,33435,FL,Seacrest Christian School,
809,2253,33435,FL,Plumosa School Of The Arts,7.0
810,3767,33435,FL,Oak School of Delray Beach,
811,8089,33444,FL,TLC Christian Academy,
812,5057,33444,FL,Toussaint Louverture High School,1.0
813,5039,33444,FL,Village Academy On The Art & Sara Jo Kobacker Campus,4.0
814,4105,33444,FL,Mount Olive Christian School,
815,18666,33444,FL,Christian Winnings School of the Arts,
816,3934,33444,FL,Daughter Of Zion Jr Academy,
817,2255,33444,FL,Pine Grove Elementary School,4.0
818,2254,33444,FL,S. D. Spady Elementary School,8.0
819,3672,33444,FL,Bar & Fergs Academy,
820,3284,33444,FL,Trinity Lutheran School,
821,2252,33444,FL,Atlantic High School,7.0
822,18487,33444,FL,Igeneration Empowerment Academy,
823,5823,33444,FL,St. Marys Anglican Christian Academy,
824,18551,33444,FL,Center for Gifted & Talented Youth,
825,3650,33444,FL,St Vincent Ferrer School,
826,2329,33444,FL,Carver Middle School,4.0
827,3474,33444,FL,Unity School,
828,7578,33444,FL,Gulfstream L.I.F.E. Academy,
829,13285,33460,FL,Precious Promise Learning Center & Christian Aca,
830,5055,33460,FL,Noahs Ark International Charter School,
831,18555,33460,FL,Classical Christian Academy of the Palm Beaches,
832,3283,33460,FL,Our Savior Lutheran School,
833,3652,33460,FL,Sacred Heart School,
834,2242,33460,FL,Highland Elementary School,2.0
835,6977,33460,FL,Precious Promise Learning Center & Christian Academy,
836,2244,33460,FL,Lake Worth High School,3.0
837,2243,33460,FL,North Grade Elementary School,7.0
838,6352,33460,FL,Academy For Positive Learning,8.0
839,5029,33460,FL,South Grade Elementary School,3.0
840,3375,33460,FL,Dibacco School,
841,13287,33460,FL,Unity For Kids,
842,5761,33460,FL,The Elles School,
843,2322,33460,FL,Lake Worth Community Middle School,3.0
844,6678,33460,FL,South Area Secondary Intensive Transition Program,
845,2245,33460,FL,Barton Elementary School,5.0
846,13609,33460,FL,Mavericks High School At Palm Springs,1.0
847,3653,33460,FL,St Luke School,
848,13293,33460,FL,St. Luke Catholic,
849,2246,33462,FL,Lantana Elementary School,3.0
850,2247,33462,FL,Lantana Middle School,7.0
851,5038,33462,FL,Palm Beach Maritime Academy,6.0
852,3437,33462,FL,Northern Private School,
853,2334,33462,FL,Starlight Cove Elementary School,2.0
854,18146,33462,FL,Kentwood Preparatory School,
855,5641,33462,FL,Cornerstone Christian Academy,
856,5033,33463,FL,Heritage Elementary School,4.0
857,7542,33463,FL,L C Swain Middle School,4.0
858,6719,33463,FL,Tradewinds Middle School,6.0
859,5337,33463,FL,Diamond View Elementary School,5.0
860,7583,33463,FL,"Montessori Academyof Early Enrichment, Inc",2.0
861,2302,33463,FL,Indian Pines Elementary School,3.0
862,5262,33463,FL,Jfk Medical Center Charter School,7.0
863,5792,33463,FL,Suncoast Christian Academy,
864,18522,33463,FL,Renaissance Charter School at Central Palm,
865,2241,33463,FL,Palm Springs Elementary School,3.0
866,2788,34231,FL,Gulf Gate Elementary School,8.0
867,6986,34231,FL,Waldorf Sarasota,
868,2782,34231,FL,Riverview High School,9.0
869,13482,34231,FL,Sarasota Virtual School,2.0
870,6438,34231,FL,Ese Special Programs,
871,13687,34231,FL,Sarasota Virtual Instruction (Course Offerings),
872,2781,34231,FL,Phillippi Shores Elementary School,10.0
873,12952,34231,FL,Imagine School At Palmer Ranch,9.0
874,12691,34231,FL,Suncoast Polytechnical High School,9.0
875,2789,34231,FL,Wilkinson Elementary School,5.0
876,3228,34231,FL,Incarnation Catholic School,
877,2774,34231,FL,Sarasota Middle School,10.0
878,2777,34231,FL,Brookside Middle School,7.0
879,3493,34231,FL,West Florida Christian School,
880,2792,34231,FL,Ashton Elementary School,10.0
881,3580,34231,FL,Sarasota Lutheran School,
882,3695,34231,FL,The NewGate-Field School,
883,6861,34231,FL,Brickhouse Academy,
884,5847,34231,FL,Out-Of-Door Academy,
885,1948,60120,IL,Ellis Middle School,1.0
886,12299,60120,IL,Larkin Center-Shady Oaks,
887,1943,60120,IL,Channing Memorial Elementary School,3.0
888,1970,60120,IL,Sheridan Elementary School,1.0
889,1946,60120,IL,Garfield Elementary School,3.0
890,4800,60120,IL,St. Mary School,
891,1957,60120,IL,Huff Elementary School,4.0
892,1941,60120,IL,Gifford Street High School,
893,342,60120,IL,Gifford St Regional Safe School Prog,
894,12302,60120,IL,Larkin Center-Park Row,
895,1937,60120,IL,Central School Program,
896,12303,60120,IL,Larkin Center-College,
897,5086,60120,IL,Elgin Academy,
898,4798,60120,IL,St Joseph School,
899,1961,60120,IL,Larsen Middle School,3.0
900,4997,60120,IL,St Johns Lutheran School,
901,6852,60120,IL,Hilltop Elementary School,7.0
902,4001,60440,IL,Oak View Elementary School,4.0
903,3988,60440,IL,Brooks Middle School,5.0
904,6463,60440,IL,Phoenix Experience  99-365u,
905,3989,60440,IL,Bolingbrook High School,4.0
906,5296,60440,IL,Midwest Christian Montessori Academy,
907,10558,60440,IL,Midwest Christian Montessori Academy,
908,3992,60440,IL,Independence Elementary School,3.0
909,6893,60440,IL,Bernard J Ward Elementary School,4.0
910,4680,60440,IL,St Dominic Elementary School,
911,3994,60440,IL,Jane Addams Middle School,6.0
912,10559,60440,IL,Furqaan Academy,
913,3999,60440,IL,Wood View Elementary School,2.0
914,3990,60440,IL,John R Tibbott Elementary School,4.0
915,12288,60440,IL,School Of Exp Arts & Learn - South,
916,3995,60440,IL,Jonas E Salk Elementary School,2.0
917,4470,60440,IL,St Alphonsus/St Patrick School,
918,3991,60440,IL,Hubert H Humphrey Middle School,5.0
919,12260,60440,IL,Guiding Light Education Center,
920,3012,60440,IL,River Woods Elementary School,8.0
921,5663,60538,IL,St Lukes Lutheran School,
922,3188,60538,IL,Long Beach Elementary School,5.0
923,3186,60538,IL,Boulder Hill Elementary School,5.0
924,3185,60538,IL,Old Post Elementary School,9.0
925,517,60538,IL,Nicholson Elementary School,3.0
926,514,60538,IL,Rose E Krug Elementary School,2.0
927,506,60538,IL,G N Dieterich Elementary School,2.0
928,3190,60538,IL,Thompson Jr High School,7.0
929,4787,60538,IL,St Peter School,
930,505,60538,IL,C M Bardwell Elementary School,3.0
931,4784,60538,IL,Our Lady of Good Counsel School,
932,5874,60538,IL,Fox Chase Elementary School,9.0
933,507,60538,IL,John Gates Elementary School,4.0
934,3189,60538,IL,Oswego High School,8.0
935,3187,60538,IL,East View Elementary School,
936,9800,60538,IL,Southbury Elementary School,5.0
937,12024,60538,IL,East Aurora High School Rssp,
938,7419,60538,IL,Plank Junior High School,6.0
939,24302,92201,CA,Indio Christian Center Academy,
940,4292,92201,CA,Thomas Jefferson Middle School,2.0
941,17284,92201,CA,Fountain Christian Academy,
942,8342,92201,CA,Our Lady Of Perpetual Help,
943,9408,92201,CA,Indio Christian Center Academy,
944,4286,92201,CA,Dwight Eisenhower Elementary School,3.0
945,4289,92201,CA,Indio High School,4.0
946,12465,92201,CA,Dr. Reynaldo J. Carreon Jr. Academy,7.0
947,4284,92201,CA,Amistad High (Continuation) School,
948,4288,92201,CA,Herbert Hoover Elementary School,2.0
949,4291,92201,CA,Andrew Jackson Elementary School,3.0
950,4303,92201,CA,Martin Van Buren Elementary School,5.0
951,26153,92201,CA,Indio Christian Center Academy,
952,11053,92201,CA,Lyndon B. Johnson Elementary School,3.0
953,4290,92201,CA,Indio Middle School,3.0
954,4295,92201,CA,James Madison Elementary School,4.0
955,13859,92201,CA,Carrillo Ranch Elementary School,5.0
956,12898,92201,CA,Grace Academy Christian School,
957,165,21224,MD,Canton Middle School,
958,4127,21224,MD,Friendship Academy Of Science And Technology,1.0
959,4194,21224,MD,All-State Career School,
960,233,21224,MD,John Ruhrah Elementary School,2.0
961,1394,21224,MD,Bishop John Neumann School,
962,1406,21224,MD,Archbishop Borders School,
963,1399,21224,MD,St Casimir Catholic School,
964,5118,21224,MD,Kemet Daycare Center #2,
965,229,21224,MD,Holabird Elementary,2.0
966,227,21224,MD,Highlandtown Elementary #237,1.0
967,218,21224,MD,Hampstead Hill Academy,6.0
968,209,21224,MD,Graceland Park/Odonnel Heights Elementary School,3.0
969,226,21224,MD,Highlandtown Elementary #215,2.0
970,1437,21224,MD,Sacred Heart of Mary School,
971,1427,21224,MD,St. Elizabeth of Hungary Elementary School,
972,4217,21224,MD,Cristo Rey Jesuit High School,
973,1405,21224,MD,Our Lady of Fatima School,
974,2549,21224,MD,Patterson Park Public Charter School,5.0
975,4166,21224,MD,Baltimore Community High School,1.0
976,3030,75052,TX,Florence Hill Elementary School,6.0
977,8855,75052,TX,Sallye R Moore Elementary School,4.0
978,3042,75052,TX,Lorenzo De Zavala Environmental Sc,4.0
979,3032,75052,TX,Andrew Jackson Middle School,5.0
980,11406,75052,TX,Thurgood Marshall Leadership Acade,7.0
981,497,75052,TX,Farrell Elementary School,5.0
982,19150,75052,TX,John A Dubiski Career High School,8.0
983,482,75052,TX,Starrett Elementary School,4.0
984,3043,75052,TX,Harry S Truman Middle School,5.0
985,3034,75052,TX,Johnson Elementary School,
986,10215,75052,TX,Lyndon B Johnson Daep,
987,3040,75052,TX,South Grand Prairie High School,3.0
988,8854,75052,TX,Remynse Elementary School,4.0
989,3046,75052,TX,Garner Fine Arts Academy,8.0
990,494,75052,TX,West Elementary School,6.0
991,9759,75052,TX,Winfree Academy Charter School - G,2.0
992,15039,75052,TX,Childrens Lighthouse Learning Center,
993,8856,75052,TX,Ervin C Whitt Elementary School,6.0
994,1731,77064,TX,Frazier Elementary School,5.0
995,1755,77064,TX,Reed Elementary School,5.0
996,20167,77064,TX,Harmony Science Academy - Houston,8.0
997,1725,77064,TX,Willbern Elementary School,5.0
998,9007,77064,TX,Gleason Elementary School,7.0
999,4031,77064,TX,Epps Island Elementary School,2.0
1000,10202,77064,TX,Mcdougle Elementary School,5.0
1001,8994,77064,TX,Kujawa Elementary School,4.0
1002,1740,77064,TX,Cook Middle School,6.0
1003,1728,77064,TX,Francone Elementary School,2.0
1004,19208,77064,TX,Alternative Learning Center-East,
1005,11755,77064,TX,Harmony School Of Excellence,9.0
1006,1719,77064,TX,Post Elementary School,8.0
1007,186,77064,TX,Carmichael Elementary School,4.0
1008,1746,77064,TX,Windfern High School,8.0
1009,1751,77064,TX,Bang Elementary School,7.0
1010,1714,77064,TX,Jersey Village High School,6.0
1011,4041,77064,TX,Eiland Elementary School,4.0
1012,1709,77064,TX,Campbell Middle School,5.0
1013,191,77064,TX,Ermel Elementary School,5.0
1014,8490,77493,TX,Leadership Academy,
1015,3877,77493,TX,Katy J High School,8.0
1016,11638,77493,TX,Katy Adventist Christian School,
1017,3881,77493,TX,Zelma Hutsell Elementary School,7.0
1018,2110,77539,TX,R D Mcadams J High School,4.0
1019,2106,77539,TX,Dickinson High School,4.0
1020,2112,77539,TX,Hughes Road Elementary School,6.0
1021,10179,77539,TX,John And Shamarion Barber Middle School,5.0
1022,2111,77539,TX,Jake Silbernagel Elementary School,5.0
1023,8167,77539,TX,Pine Drive Christian School,
1024,8262,77539,TX,True Cross Catholic School,
1025,19856,77539,TX,Dickinson Continuation Center,
1026,2108,77539,TX,Dunbar Middle School,5.0
1027,8418,77539,TX,Mainland Christian School,
1028,2113,77539,TX,Transforming Lives Cooperative (Tl,
1029,19022,77539,TX,Galveston Co J J A E P,
1030,19333,77539,TX,Sandra Mossman Elementary School,9.0
1031,9792,77539,TX,Victory Lakes Intermediate School,9.0
1032,9049,77539,TX,Bay Colony Elementary School,8.0
1033,19331,77539,TX,Clear Falls High School,8.0
1034,19329,77539,TX,Bayside Intermediate School,9.0
1035,19332,77539,TX,Ralph Parr Elementary School,7.0
1036,19838,77539,TX,Calder Road Elementary School,9.0
1037,9052,77539,TX,Art And Pat Goforth Elementary School,9.0
1038,9038,77545,TX,Lula Belle Goodman Elementary School,2.0
1039,2586,77545,TX,Walter Moses Burton Elementary School,5.0
1040,11734,77545,TX,Rosa Parks Elementary School,5.0
1041,2590,77545,TX,Hightower High School,5.0
1042,19635,77545,TX,Fort Bend County Alternative School,
1043,12125,77545,TX,Savannah Lakes Elementary School,7.0
1044,2591,77545,TX,Sienna Crossing Elementary School,10.0
1045,2546,77545,TX,Blue Ridge Elementary School,4.0
1046,19527,77545,TX,Heritage Rose Elementary School,4.0
1047,20328,77545,TX,Rodeo Palms Junior High School,
1048,2560,77545,TX,Willowridge High School,2.0
1049,2582,77545,TX,Christa Mcauliffe Middle School,3.0
1050,20564,77545,TX,Sienna Lutheran Academy,
1051,2556,77545,TX,Ridgemont Elementary School,3.0
1052,19769,77545,TX,Whispering Hope Christian Academy,
1053,19423,77545,TX,Ridge Point High School,8.0
1054,2552,77545,TX,Lantern Lane Elementary School,4.0
1055,2559,77545,TX,Ridgegate Elementary School,5.0
1056,9791,77545,TX,Scanlan Oaks Elementary School,10.0
1057,535,34108,FL,Naples Park Elementary School,5.0
1058,14578,34108,FL,The Classical Academy Of Naples,
1059,10817,34108,FL,The Village School,
1060,528,34108,FL,Sea Gate Elementary School,10.0
1061,536,34108,FL,Pine Ridge Middle School,10.0
1062,556,34108,FL,Pelican Marsh Elementary School,10.0
1063,12773,34108,FL,Journeys Academy,
1064,4069,34108,FL,First Baptist Academy,
1065,539,34108,FL,Barron Collier High School,9.0
1066,7213,34108,FL,Collier Adult & Community Education Center,
1067,13680,34108,FL,Collier Virtual Instruction Course Offerings,
1068,5195,34108,FL,Osceola Elementary School,10.0
1069,3596,34108,FL,Community School of Naples,
1070,6722,34108,FL,North Naples Middle School,9.0
1071,14818,34108,FL,Christian Classical Academy of Naples,
1072,7908,34108,FL,Veterans Memorial Elementary School,10.0
1073,552,34108,FL,Vineyards Elementary School,9.0
1074,18057,34108,FL,Adonai Academy,
1075,4527,34108,FL,Royal Palm Academy,
1076,4363,34108,FL,Seagate Christian School,
1077,18433,33321,FL,Pivot Charter School,1.0
1078,346,33321,FL,Tamarac Elementary School,5.0
1079,3883,33321,FL,Tamarac Learning Center,
1080,5192,33321,FL,Millennium Middle School,7.0
1081,6835,33321,FL,Tamarac Jewish Center,
1082,13785,33321,FL,West Broward Academy At Excelsior,
1083,7752,33321,FL,Excelsior Charter Of Broward,4.0
